1China1,#genre#
081_Honeybb_520,https://edge-hls.doppiocdn.live/hls/152516094/master/152516094_auto.m3u8
082_Mila8851,https://b-hls-09.doppiocdn.live/hls/161269485/161269485.m3u8
083_CC__66,https://b-hls-16.doppiocdn.live/hls/146480163/146480163.m3u8
084_Lilies777,https://b-hls-25.doppiocdn.live/hls/140199782/140199782.m3u8
085_Taozi77-Q1,https://b-hls-08.doppiocdn.live/hls/156681520/156681520_720p.m3u8
086_CN-xiaofei,https://b-hls-03.doppiocdn.live/hls/158600423/158600423.m3u8
087_Treasure-Girl,https://b-hls-12.doppiocdn.live/hls/152993452/152993452_720p.m3u8
088_Qingluo-520,https://b-hls-01.doppiocdn.live/hls/164587514/164587514_480p.m3u8
089_Lucy-1111,https://b-hls-13.doppiocdn.live/hls/163914386/163914386_480p.m3u8
090_Nuyoah-77,https://b-hls-20.doppiocdn.live/hls/163015757/163015757_720p.m3u8
091_Ttkx666,https://b-hls-05.doppiocdn.live/hls/155947192/155947192_240p.m3u8
092_Spa_CoCo,https://b-hls-18.doppiocdn.live/hls/146947844/146947844.m3u8
093_XiaoYangcong_66,https://b-hls-06.doppiocdn.live/hls/95904463/95904463_720p.m3u8
094_ci_ci,https://b-hls-22.doppiocdn.live/hls/144572178/144572178.m3u8
095_ Ayuko_me,https://b-hls-15.doppiocdn.live/hls/164826105/164826105_720p60.m3u8
096_LittleRabbit_515,https://b-hls-06.doppiocdn.live/hls/119256306/119256306_720p.m3u8
097_Nanase-Pomelo,https://b-hls-23.doppiocdn.live/hls/159365461/159365461.m3u8
098_Yaikun0_0,https://b-hls-05.doppiocdn.live/hls/151024387/151024387_720p.m3u8
099_ Baby--00,https://b-hls-07.doppiocdn.live/hls/162102902/162102902.m3u8
100_LILI-521,https://b-hls-07.doppiocdn.live/hls/164514749/164514749.m3u8
101_Niucarina,https://b-hls-17.doppiocdn.live/hls/80475021/80475021.m3u8
102_Crystal_Wings,https://b-hls-01.doppiocdn.live/hls/156536300/156536300.m3u8
103_Candy-yiyi,https://b-hls-19.doppiocdn.live/hls/66502571/66502571.m3u8
104_G38-Nicole,https://b-hls-12.doppiocdn.live/hls/157874089/157874089_720p.m3u8
105_SquishyQueen-925,https://b-hls-22.doppiocdn.live/hls/139957868/139957868.m3u8
106_B-e-e,https://b-hls-18.doppiocdn.live/hls/150614315/150614315.m3u8
107_SaSa-166,https://b-hls-12.doppiocdn.live/hls/153699298/153699298_720p.m3u8
108_XiaoTiann,https://b-hls-19.doppiocdn.live/hls/164704161/164704161.m3u8
109_SweetVy,https://b-hls-07.doppiocdn.live/hls/163959939/163959939.m3u8
110_Miaomijiang,https://b-hls-25.doppiocdn.live/hls/137025934/137025934_720p.m3u8
111_LILYsweetfcup,https://b-hls-06.doppiocdn.live/hls/74875923/74875923.m3u8


2Ukrainian,#genre#
001_Altxnani,https://edge-hls.doppiocdn.live/hls/70761820/master/70761820_720p.m3u8
002_Wet__Bunny,https://b-hls-22.doppiocdn.live/hls/49109844/49109844.m3u8
003_ValenciaShock,https://b-hls-08.doppiocdn.live/hls/87210366/87210366.m3u8
004_Kalli_Fornia,https://b-hls-02.doppiocdn.live/hls/72449449/72449449.m3u8
005_ArishkaLulu,https://b-hls-14.doppiocdn.live/hls/110281129/110281129_720p.m3u8
006_krisvanessa,https://b-hls-23.doppiocdn.live/hls/90071425/90071425_720p.m3u8
007_Stillanangel,https://b-hls-01.doppiocdn.live/hls/159912014/159912014.m3u8
008_MakiimaStar,https://b-hls-25.doppiocdn.live/hls/123524129/123524129_720p.m3u8
009_Dina0908,https://b-hls-05.doppiocdn.live/hls/156334154/156334154.m3u8
010_SassyJessi,https://b-hls-22.doppiocdn.live/hls/117278773/117278773_720p.m3u8
011_YourQueenX,https://b-hls-17.doppiocdn.live/hls/95831686/95831686.m3u8
012_Kisasolo,https://b-hls-20.doppiocdn.live/hls/95102032/95102032_720p.m3u8
013_MilaVoxx,https://b-hls-07.doppiocdn.live/hls/152991558/152991558_720p.m3u8
014_Space_stacy,https://b-hls-13.doppiocdn.live/hls/123682238/123682238.m3u8
015_ Alice_in_the__Wonderland,https://b-hls-08.doppiocdn.live/hls/64768412/64768412_720p.m3u8
016_Misstics,https://b-hls-02.doppiocdn.live/hls/65041563/65041563_720p.m3u8
017_JessyRays,https://b-hls-14.doppiocdn.live/hls/116383175/116383175_720p.m3u8
018_Ukraine__peaceful__girl,https://b-hls-01.doppiocdn.live/hls/164144320/164144320.m3u8
019_SmilingEmily,https://b-hls-17.doppiocdn.live/hls/118968193/118968193.m3u8
020_Amelia_Addy,https://b-hls-13.doppiocdn.live/hls/154369537/154369537.m3u8
021_Natali_UA,https://b-hls-11.doppiocdn.live/hls/28194533/28194533.m3u8
022_Ri_na,https://b-hls-17.doppiocdn.live/hls/106162603/106162603_720p.m3u8
023_Teylor_Fly,https://b-hls-21.doppiocdn.live/hls/55960584/55960584_720p.m3u8
024_PetiteLexyy,https://b-hls-16.doppiocdn.live/hls/103258056/103258056_720p.m3u8
025_AnnyMyLov,https://b-hls-08.doppiocdn.live/hls/102666090/102666090.m3u8
026_Virginia575,https://b-hls-11.doppiocdn.live/hls/113247750/113247750.m3u8
027_Geisha_Anna,https://b-hls-12.doppiocdn.live/hls/110484529/110484529_720p.m3u8
028_ModelEva,https://b-hls-05.doppiocdn.live/hls/52815394/52815394.m3u8
029_SofiJae,https://b-hls-20.doppiocdn.live/hls/38213724/38213724.m3u8
030_XLylyusX,https://b-hls-20.doppiocdn.live/hls/46215856/46215856.m3u8
031_SofiaNour,https://b-hls-03.doppiocdn.live/hls/22754865/22754865_720p.m3u8
032_BellaRoss,https://b-hls-07.doppiocdn.live/hls/139404303/139404303.m3u8
033_Kemi__Jordan,https://b-hls-24.doppiocdn.live/hls/101209241/101209241.m3u8
034_Anna_Montana,https://b-hls-05.doppiocdn.live/hls/98609211/98609211.m3u8
035_Steficutie,https://b-hls-11.doppiocdn.live/hls/128438191/128438191_720p.m3u8
036_Linda_EX,https://b-hls-05.doppiocdn.live/hls/89212002/89212002_720p.m3u8
037_KateJonson,https://b-hls-15.doppiocdn.live/hls/77566268/77566268_720p.m3u8
038_ViktoriaAmour,https://b-hls-14.doppiocdn.live/hls/158977232/158977232.m3u8
039_Eva_Rosec,https://edge-hls.doppiocdn.live/hls/141568495/master/141568495_720p.m3u8
040_Kittyccat_loove,https://b-hls-05.doppiocdn.live/hls/163824215/163824215_720p60.m3u8
041_EviStar,https://b-hls-05.doppiocdn.live/hls/164532216/164532216_720p.m3u8
042_1good2better,https://b-hls-08.doppiocdn.live/hls/153758053/153758053.m3u8
043_MersedesBell,https://b-hls-19.doppiocdn.live/hls/149891326/149891326_720p.m3u8
044_Viiollaa,https://b-hls-03.doppiocdn.live/hls/163251627/163251627_720p.m3u8
045_Ariel_purelove,https://b-hls-13.doppiocdn.live/hls/148799186/148799186_480p.m3u8
046_Luxuryalma,https://b-hls-01.doppiocdn.live/hls/155912864/155912864_720p.m3u8
047_CassieEvans,https://b-hls-06.doppiocdn.live/hls/151037618/151037618_720p.m3u8
048_Strawbery_Diann,https://b-hls-16.doppiocdn.live/hls/147243748/147243748.m3u8
049_NellyEvan,https://b-hls-04.doppiocdn.live/hls/164060557/164060557.m3u8
050_SofiBlooms,https://b-hls-14.doppiocdn.live/hls/161171082/161171082_720p.m3u8
051_Rachel_Blush1,https://b-hls-18.doppiocdn.live/hls/145088804/145088804.m3u8
052_MS-66,https://b-hls-12.doppiocdn.live/hls/41846489/41846489.m3u8
053_Selestea,https://b-hls-01.doppiocdn.live/hls/111982648/111982648_720p.m3u8
054_AlexLayra,https://b-hls-23.doppiocdn.live/hls/120047381/120047381.m3u8
055_Viro_Nikka,https://b-hls-23.doppiocdn.live/hls/145786205/145786205_720p60.m3u8
056_SuzanneVanillaBaby,https://b-hls-25.doppiocdn.live/hls/156163169/156163169.m3u8
057_Noell,https://b-hls-05.doppiocdn.live/hls/90418177/90418177.m3u8
058_Monica-1203,https://b-hls-23.doppiocdn.live/hls/93620171/93620171.m3u8
059_BondGirll,https://b-hls-20.doppiocdn.live/hls/69145425/69145425_720p.m3u8
060_AliceTailor,https://b-hls-17.doppiocdn.live/hls/129693063/129693063.m3u8
061_YrKiraXO,https://b-hls-18.doppiocdn.live/hls/141697997/141697997.m3u8
062_ADA-Style,https://b-hls-15.doppiocdn.live/hls/155576799/155576799_720p60.m3u8
063_Yevgeshka-Milashka,https://b-hls-19.doppiocdn.live/hls/26201611/26201611_720p60.m3u8
064_Aminabeatris,https://b-hls-05.doppiocdn.live/hls/95498159/95498159_720p60.m3u8
065_SweetThanSugar,https://b-hls-16.doppiocdn.live/hls/109651681/109651681.m3u8
066_Perfectly69,https://b-hls-08.doppiocdn.live/hls/161096873/161096873.m3u8
067_Jesssiexi,https://b-hls-14.doppiocdn.live/hls/161557384/161557384_720p60.m3u8
068_Lisa_369,https://b-hls-24.doppiocdn.live/hls/153474987/153474987.m3u8
069_GinaAngelina,https://b-hls-24.doppiocdn.live/hls/125095388/125095388_720p.m3u8
070_GloriaUpperLove,https://b-hls-21.doppiocdn.live/hls/22508534/22508534.m3u8
071_Lililamoy,https://b-hls-20.doppiocdn.live/hls/138447195/138447195_720p.m3u8
072_Litttle_m1iss,https://b-hls-25.doppiocdn.live/hls/164411488/164411488_720p.m3u8
073_MandyMim,https://b-hls-20.doppiocdn.live/hls/161525857/161525857_720p.m3u8
074_Your_pussy18,https://b-hls-12.doppiocdn.live/hls/151281420/151281420_720p.m3u8
075_AmazonkaStar,https://b-hls-09.doppiocdn.live/hls/163818279/163818279.m3u8
076_Annet,https://b-hls-01.doppiocdn.live/hls/151080693/151080693.m3u8
077_MonaLisaG,https://b-hls-22.doppiocdn.live/hls/54456803/54456803_720p.m3u8
078_LarissMar,https://b-hls-03.doppiocdn.live/hls/155307167/155307167.m3u8
079_AlisaAleksandr,https://b-hls-24.doppiocdn.live/hls/50732748/50732748.m3u8
080_RianaSexi,https://b-hls-18.doppiocdn.live/hls/87711832/87711832.m3u8
081_KitnissKiss,https://b-hls-19.doppiocdn.live/hls/157793482/157793482.m3u8
082_Taisija_alis,https://b-hls-14.doppiocdn.live/hls/90322170/90322170_720p60.m3u8
083_LiliaWoolf,https://b-hls-08.doppiocdn.live/hls/118760196/118760196.m3u8
084_Moon_fox,https://b-hls-23.doppiocdn.live/hls/139977417/139977417_720p.m3u8
085_Shy_Leyla,https://b-hls-03.doppiocdn.live/hls/91379261/91379261.m3u8
086_GloriaWins,https://b-hls-09.doppiocdn.live/hls/164744595/164744595_720p.m3u8
087_Naty_moon1,https://b-hls-09.doppiocdn.live/hls/163030300/163030300_720p.m3u8
088_MonaParissi,https://b-hls-03.doppiocdn.live/hls/122041350/122041350.m3u8
089_Hanna_Kleinn,https://b-hls-01.doppiocdn.live/hls/95454519/95454519_720p.m3u8
090_HollieBim,https://b-hls-05.doppiocdn.live/hls/54910778/54910778_720p.m3u8
091_MilayaDFlow,https://b-hls-05.doppiocdn.live/hls/69995033/69995033.m3u8
092_Cameron_diazz,https://b-hls-23.doppiocdn.live/hls/76634198/76634198_720p.m3u8
093_OliviaKolin,https://b-hls-13.doppiocdn.live/hls/162705438/162705438_480p.m3u8
094_Leslie_passion,https://b-hls-03.doppiocdn.live/hls/50019583/50019583_720p.m3u8
095_MisssGayanee,https://b-hls-20.doppiocdn.live/hls/160719973/160719973_720p.m3u8
096_LizziPi,https://b-hls-07.doppiocdn.live/hls/160736087/160736087.m3u8
097_LovelyyAmberr,https://b-hls-12.doppiocdn.live/hls/155556127/155556127_720p.m3u8
098_Aveadonis,https://b-hls-24.doppiocdn.live/hls/134147197/134147197_1080p60.m3u8
099_CarlaRoberti,https://b-hls-17.doppiocdn.live/hls/153600968/153600968_720p.m3u8
100_Bdsm_SEX_DIRTY,https://b-hls-11.doppiocdn.live/hls/124978109/124978109_720p60.m3u8

3Beauty,#genre#
001_JustiinJazmin,https://b-hls-10.doppiocdn.live/hls/163658715/163658715_720p.m3u8
002_LoisHelms,https://b-hls-06.doppiocdn.live/hls/163711449/163711449_720p.m3u8
003_Nery_Asian,https://b-hls-25.doppiocdn.live/hls/139502024/139502024.m3u8
004_Lareina00,https://b-hls-16.doppiocdn.live/hls/160215737/160215737_720p.m3u8
005_student,https://b-hls-15.doppiocdn.live/hls/162907341/162907341_480p.m3u8
006_Starshhine,https://b-hls-21.doppiocdn.live/hls/162717025/162717025.m3u8
007_e,https://b-hls-12.doppiocdn.live/hls/163859509/163859509.m3u8
008_MScheryl,https://b-hls-21.doppiocdn.live/hls/163613712/163613712.m3u8
009_Micary,https://b-hls-07.doppiocdn.live/hls/165119359/165119359.m3u8
010_EdlinDrover,https://b-hls-13.doppiocdn.live/hls/163990599/163990599_720p.m3u8
011_Aimee-520,https://b-hls-25.doppiocdn.live/hls/98008787/98008787_1080p60.m3u8
012_Sigmasian,https://b-hls-04.doppiocdn.live/hls/110682488/110682488_720p60.m3u8
013_Naixue-520,https://b-hls-13.doppiocdn.live/hls/159866752/159866752.m3u8
014_Sofia6688,https://b-hls-11.doppiocdn.live/hls/161269409/161269409.m3u8
015_Peichen6699,https://b-hls-19.doppiocdn.live/hls/160752369/160752369_720p.m3u8
016_AmiliYan,https://b-hls-19.doppiocdn.live/hls/26952171/26952171_720p.m3u8
017_Zara_Mai,https://b-hls-11.doppiocdn.live/hls/155180005/155180005.m3u8
018_A-oioi,https://b-hls-18.doppiocdn.live/hls/152089823/152089823.m3u8
019_HottieLana,https://b-hls-06.doppiocdn.live/hls/77547080/77547080.m3u8
020_XKimRose,https://b-hls-17.doppiocdn.live/hls/145416726/145416726.m3u8
021_Cherrypie_001,https://b-hls-11.doppiocdn.live/hls/131516331/131516331_720p.m3u8
022_Sharlin_13,https://b-hls-05.doppiocdn.live/hls/76496032/76496032_720p.m3u8
023_Anny54784,https://b-hls-21.doppiocdn.live/hls/105424327/105424327_720p.m3u8
024_Sayoko_S,https://b-hls-21.doppiocdn.live/hls/120391024/120391024_720p.m3u8
025_LeneRose,https://b-hls-16.doppiocdn.live/hls/141896872/141896872_480p.m3u8
026_AsianEmpresss,https://b-hls-04.doppiocdn.live/hls/80964911/80964911_720p.m3u8
027_Kami_Lee,https://b-hls-11.doppiocdn.live/hls/157012400/157012400_720p.m3u8
028_Cosplayjoy,https://b-hls-20.doppiocdn.live/hls/145202235/145202235_720p.m3u8
029_LynkLove99,https://b-hls-06.doppiocdn.live/hls/160615054/160615054.m3u8
030_Bella_Babi,https://b-hls-03.doppiocdn.live/hls/125570646/125570646.m3u8
031_Flexy_Lover,https://b-hls-03.doppiocdn.live/hls/137476440/137476440_720p60.m3u8
032_LoisKyong,https://b-hls-07.doppiocdn.live/hls/163405361/163405361_480p.m3u8
033_OdiliaCrock,https://b-hls-18.doppiocdn.live/hls/163265127/163265127_720p.m3u8
034_Sovarwet,https://b-hls-08.doppiocdn.live/hls/164200958/164200958.m3u8
035_Koreyanka_sue,https://b-hls-22.doppiocdn.live/hls/164107986/164107986_720p.m3u8
036_Liaa_mia,https://edge-hls.doppiocdn.live/hls/164819175/master/164819175_auto.m3u8
037_Pretty_Mizu,https://b-hls-21.doppiocdn.live/hls/60035225/60035225_720p60.m3u8
038_Marry_Cordy,https://b-hls-15.doppiocdn.live/hls/125061376/125061376.m3u8
039_Poulinn,https://b-hls-18.doppiocdn.live/hls/125974250/125974250.m3u8
040_Asuna_love,https://b-hls-22.doppiocdn.live/hls/86249010/86249010_720p.m3u8
041_Olivia_babe,https://b-hls-06.doppiocdn.live/hls/141840199/141840199.m3u8
042_Toyota_Motor_Corporation,https://b-hls-17.doppiocdn.live/hls/31105546/31105546.m3u8
043-Chouchoukiu,https://b-hls-12.doppiocdn.live/hls/156637774/156637774_720p.m3u8
044_Jennie__9,https://b-hls-15.doppiocdn.live/hls/98530255/98530255.m3u8
045_Linzaiying,https://b-hls-13.doppiocdn.live/hls/143541118/143541118_1080p.m3u8
046_Cho_nando,https://b-hls-20.doppiocdn.live/hls/84602869/84602869_1080p.m3u8
047_Tinki_winkii,https://b-hls-03.doppiocdn.live/hls/145575395/145575395_720p.m3u8
048_Su_nan,https://b-hls-21.doppiocdn.live/hls/104021087/104021087_720p.m3u8
049_Nansy_Ten,https://b-hls-17.doppiocdn.live/hls/148236657/148236657_720p.m3u8
050_LoriOlson,https://b-hls-07.doppiocdn.live/hls/138170613/138170613_720p.m3u8
